Tweet_ID,Datetime,Username,Text,Sentiment
1.520595561593774e+18,2022-05-01 02:46:47+00:00,yibaobao_,"@24hwip @heliossie Ekspresi porsche itu menggambarkan gw banget pas vegas nongol, kek DEPRESI BGT VEGAS NONGOL GK PAKE ABA2 😭😭😭😭 https://t.co/4l5305Luuj",neutral
1.5205959109583217e+18,2022-05-01 02:48:11+00:00,Mataharinku,"@twtbullshid Same, tapi kadang kalau lagi depresi bgt bawaannya pengen bundir sih. Gw kehilangan diri gw dan akhir2 ini gw cuman mikirin gimana caranya bundir tapi gk sakit. Emang agak gila gw keknya ini, gw cape tapi harus tetap kelihatan bahagia. Tai bgt emang hidup :')",negative
1.5205964978169528e+18,2022-05-01 02:50:31+00:00,muka_dibawahSNI,"yakinkah? Semua itu asli?, Maka diri ini bisa mengatakan itu merupakan karakter yang ia buat untuk menutupi, membuang jauh dari Kerancuan masalah, depresi yang meradang, dan juga kegilaan lingkungan.",neutral
1.5205967011948997e+18,2022-05-01 02:51:19+00:00,SahrulTendi,"Pantes ..
Mkin nyata 
DEPRESI TINGKAT TINGGI AKIBAT
MABOK AGAMA
MANSUR MANSUR KERJAAN LU EMANG LBH PANTAS JADI TUKANG TIPU https://t.co/pXhrE2yuDK",negative
1.5205968617570304e+18,2022-05-01 02:51:57+00:00,JustRin31,"But then, semua berubah waktu dia kuliah. Okelah... aku ngerti kalo maba itu sibuknya kayak apa. Aku jg pernah kuliah. Aku mutusin buat sabar nunggu karena dia jg nunggu aku waktu dulu kerja. Aku tahan glama cerita masalah apa2 ke dia biar ga stress, sampe aku kena depresi",positive
1.5205971416387625e+18,2022-05-01 02:53:04+00:00,alpina16,"3 tahun lalu ketolak 11 ptn, depresi(?) pastii, cape pikiran, tenaga, fisik. Sampe akhirnya nenangin diri ke pesantren buat dauroh, jauhin hp, dll. Akhirnya ketemu temen temen yg satu nasib juga bahkan ada yg lebih berat dibanding aku, disitulah tersadar ternyata aku ga sendirian",negative
1.5205973693391462e+18,2022-05-01 02:53:58+00:00,JustRin31,"Waktu pertama aku depresi, dia keliatan peduli bahkan sampe biayain aku buat pergi periksa. Tapi setelah itu tingkahnya berubah. Dia menjauh... Aku di ghosting, sampe aku ngerasa kalo dia tu ga ada di hidupku saat aku butuh orang yg bikin aku tetep sadar n normal.",negative
1.5206014833512366e+18,2022-05-01 03:10:19+00:00,ch_akhiriy,"""depresi tidak selalu sedih""
deg 🤔",neutral
1.5206014997299446e+18,2022-05-01 03:10:23+00:00,lhyjae,"“Saat kamu depresi, poop-lah….” –
Eunhyuk",neutral
1.5206026915921265e+18,2022-05-01 03:15:07+00:00,hireathagony,"@qeelanotqela DUH QEELA JUJUR, kyknya ngga mungkin nggak depresi😭",neutral
1.5206043633242604e+18,2022-05-01 03:21:46+00:00,hireathagony,@qeelanotqela Mau kasih semangat juga gua depresi karma mereka😭,neutral
1.520605406342484e+18,2022-05-01 03:25:55+00:00,Mrkoday,"@christyo90 @withafrs @pradaivon @bang_bar0n Halah pegawai scbd mana sempet punya sampingan, keburu stress sama depresi duluan ditempat kerja",neutral
1.5206056799456748e+18,2022-05-01 03:27:00+00:00,dytodong,@manbarondenna Shinji makin depresi melihat ini 😭,neutral
1.520606507771269e+18,2022-05-01 03:30:17+00:00,shasacewegagah,"Ternyata selama ini dia mengalami depresi, jd IRT urus 3 anak yg jaraknya deketan itu capek, di tambah celetukan2 yg kurang berkenan di hati nya + kuranya support keluarga terdekat menjadi salah satu penyebabnya.",negative
1.5206067604109394e+18,2022-05-01 03:31:17+00:00,nightfalljune,Nonton ini kali ya biar makin depresi,neutral
1.5206074671676334e+18,2022-05-01 03:34:06+00:00,Project121411,"@BukanKaumMuna @AndrizalCandra @Dennysiregar7 Susah mas otaknya udah ke doktrin kadrun...mentalnya juga udah depresi, buzzer pula 🤣",negative
1.5206104506683515e+18,2022-05-01 03:45:57+00:00,FayCarinaa,"@matchauli @hungrymindx @jembermfs Mjb kak, di RS mana

Kmrin aku ke SpKJ RSBS
Lgsg di diagnosa Bipolar dong
Padahal baru pertama konsul
Dan gk nyampe 15 menit ngobrolnya
Lgsg di kasih obat pula

Jd gk sreg gtu
Pengen ganti dokter",negative
1.520610487318487e+18,2022-05-01 03:46:06+00:00,Askrlfess,"[askrl] sebenernya orangtua itu sadar gak sih kalo yg menciptakan trust issue, anger issue, anxiety, bipolar nya gue tuh mereka sendiri. Mereka yg buat anaknya punya itu semua",negative
1.5206111897466348e+18,2022-05-01 03:48:53+00:00,ddjaarum,"oh no, i got my pretty wonyo. gajadi depresi https://t.co/N4c3ZwuojG",neutral
1.520612005337776e+18,2022-05-01 03:52:08+00:00,Profokiev,"Nasib paling tragis hmmm Gu dongmae? Udh anak pemotong daging, lari dari joseon, balik2 powerful sih tapi cintanya ga dibalikin, mana dia depresi (keknya) dan lihat Hina mati lg, terus matinya ga terhormat diseret dpn umum 😭 gatau mayatnya di kemanain+",neutral
1.5206145883953193e+18,2022-05-01 04:02:24+00:00,elsmnrpne,@VilesYussef Di jutekin ojol langsung didiagnosa bipolar disorder begitulah mental bocah jaksel,negative
1.5206152868060488e+18,2022-05-01 04:05:10+00:00,khoironisma7,"@tempeultra Pernah di pisisi itu,dan sakit nya luar biasa.hati lama bgt bs nerima kenyataan,bahkan sampai depresi beberapa bulan..",neutral
1.5206203989450793e+18,2022-05-01 04:25:29+00:00,Friznb,"@feno102 @AREAJULID iya, kayak golongan mu dikit2 depresi, ujung2 nya bundir 😄",negative
1.520620937065894e+18,2022-05-01 04:27:37+00:00,Honeybunch_44,"@erhalimah @tempeultra Ibuku pernah ada di posisi ini. Hari jumat lahiran tp adek bayinya meninggal, trs pas hari sabtunya mamanya ibuku yg meninggal. Bnr bnr ga tega, ga kuat bgt pas liat wajah ibuku. Bahkan ibuku sempet depresi beberapa bulan. Tp sekarang mereka bertiga udh pada berkumpul lg.",positive
1.520621327383548e+18,2022-05-01 04:29:10+00:00,ProfessionalDum,"@paradekuda iya kan makanya gw tuh kesel bgt bgt bgt liat org yg keluarganya cm ""nak pulang jam 9 ya"" dibilang toxic, capek dikit dia bilang depresi, kerja sampe muntah dibilang keren, budak kapitalisme bgt kau kerja sampe muntah keren WKWKWKWK",negative
1.520621928897155e+18,2022-05-01 04:31:34+00:00,KumoriiiSoraa,"5. Kayak kaca pecah, soalnya itu ngetrigger depresi ama PTSD yg dia alami
Ga bakal percaya bisa lagi",neutral
1.5206219829746442e+18,2022-05-01 04:31:47+00:00,hyuckmbull,Lama lama depresi ini gua tolong 😭,neutral
1.5206229749400863e+18,2022-05-01 04:35:43+00:00,2itadori,@maihive kok km kuat nonton yang depressed gitu mbing. aku nonton banana fish aja dah depresi seminggu,negative
1.5206268056521482e+18,2022-05-01 04:50:57+00:00,_rrisaaau,Galucu kalo tiba-tiba ade depresi,neutral
1.520627231353041e+18,2022-05-01 04:52:38+00:00,extrabubble12,"Ini lagi marak ya ngirim ginian? Sender sayang, bipolar itu istimewa tau dan orang yang lagi struggle sama bipolar itu orang orang hebat. Tapi aku mau minta maaf dulu, maaf kalo karya aku aneh dan di luar ekspetasi kalian ya 💕 https://t.co/KE4HYYKECy",negative
1.5206275544196137e+18,2022-05-01 04:53:55+00:00,lelegurame,"Sama kayak rokok. Sudah tau tidak sehat tapi tetap saja kita hisap terus. Mungkin karena candu itu penting. 

Lebih baik tidak sadar hidup dalam simulasi daripada depresi karenanya.",positive
1.5206285591819223e+18,2022-05-01 04:57:55+00:00,natatrash,Anjj!! Benerr bgt.. depresi dibilang gila dan ga deket sama Tuhan... punya masalah dikit dibilang nya problematic huhuhu,negative
1.520633542148952e+18,2022-05-01 05:17:43+00:00,myjuunnaa,@kalvzin astaga😭😭 depresi banget ya,negative
1.5206335558853386e+18,2022-05-01 05:17:46+00:00,penatsekali,"gak ada yang bikin depresi anak sbt, kecuali ikut war pc dan dapet wl tapi kemudian di cancel warnya sama adminnya",negative
1.52063445403673e+18,2022-05-01 05:21:20+00:00,cupcakelovelyid,"Mental illness, bipolar, anxiety, depresi, dll. Apakah seburuk itu kita dimata kalian orang normal?",neutral
1.5206349564220744e+18,2022-05-01 05:23:20+00:00,skyseamilkyway,kan masuk fase depresi lagi tidur seharian,negative
1.5206354123010417e+18,2022-05-01 05:25:08+00:00,alfi_indragiri,"Jangan anggap depresi orang di sekitarmu sebagai hal yg berlebihan. Mereka butuh untuk didengar, bukan malah dipojokkan. Bantu mer #By_Alfi",neutral
1.5206470538140754e+18,2022-05-01 06:11:24+00:00,geumaze,"Ga perlu lagi diet untuk mengurangi berat badan, soalnya gue depresi auto turun berat badannya 🤧💔",negative
1.5206475911589028e+18,2022-05-01 06:13:32+00:00,fuckingaell,@Abang_uWu wah ngeri lg nih klo bipolar hehehe,neutral
1.5206481297079214e+18,2022-05-01 06:15:41+00:00,secret1vplotter,Emang kamar orang depresi ini pas dibersihin bikin ngucap,neutral
1.5206484836775158e+18,2022-05-01 06:17:05+00:00,extraharoo,@ghost_of_alley @Dimetil_Propana @yrfrienemy @Deltamordor @pantixxx @tupperwareijo_ tapi tindakan negara dan masyarakat untuk merepresi dan mendiskriminasi orientasi seksual tertentu akan menjadi hambatan kesuksesan dan karya karena bisa membuat orang tersebut depresi padahal dia tidak salah.,positive
1.5206506042084805e+18,2022-05-01 06:25:31+00:00,hammboh,@sopoekui depresi berat,neutral
1.5206509978104177e+18,2022-05-01 06:27:04+00:00,tojislove,"@SeasonofTokyo @Oatraisin @riesiteng @putriauliaf JANGAN. Jangan disuruh cek mental health ntar dia malah ngumpet dibalik ""sorry ya guys aku bipolar/anger management issues. Harap dimaklumin ketikan dan perbuatan aku😫""",negative
1.520651231785808e+18,2022-05-01 06:28:00+00:00,lelegurame,"Terkadang, depresi adalah lingkaran validasi yang tertunda selama bertahun-tahun. 

Sekian analisis gembel dari saya",neutral
1.520651419061162e+18,2022-05-01 06:28:45+00:00,YulliKamal,"""Secara batin aku terluka, secara emosi aku kacau, secara mental aku depresi, secara fisik aku tersenyum.""",negative
1.520652410389115e+18,2022-05-01 06:32:41+00:00,lvciferschild,@depyrossion @JUJUTSUDILFAREA + gaada yg metong. ga bikin depresi.,neutral
1.5206533282037842e+18,2022-05-01 06:36:20+00:00,erruhurr,"@dear_myslf Hadeh. Semoga gak ada orang terbebani, stress, depresi, atau sampai bunuh diri gara-gara tweet ini.",neutral
1.5206542461436846e+18,2022-05-01 06:39:59+00:00,yyaagtdahh,"@kimberies Nanti disana lu selain gak ada sinyal, penyakitan atau depresi aja udah gapapa dah gpp bgt lol😃👋 hahahhha",negative
1.5206548742071706e+18,2022-05-01 06:42:29+00:00,catsycatsyuryuu,Eh iya pre-boss battlenya Ophilia ada ost yang mirip ost-nya NieR: Automata yang Bipolar Nightmare!!!! 😭😭😭😭💕💕💕💕💕💕💕💕,neutral
1.520655545833001e+18,2022-05-01 06:45:09+00:00,chiakingitis,DEPRESI GUE ANJIM MASA CM GOOD SEBIJI GGR IDUNG GATEL https://t.co/m1dVy3S8DJ,negative
1.52065621864935e+18,2022-05-01 06:47:49+00:00,izoeru,@ryooen IYA (depresi deeply),neutral
1.5206565355838628e+18,2022-05-01 06:49:05+00:00,sapipantai,Ternyata mereka tuh kek alterego??? Bipolar??? You name it lah. Pas diliatin masa lalu nya marc anjir nangis banget😭😭😭 AH GUE SEDIH BANGET ANJIR TRS STEVEN NYA SJSKSHSJS WOY LAH INI BEGIMANA JADINYA STEVEN😭😭😭😭😭😭,neutral
1.520658549227258e+18,2022-05-01 06:57:05+00:00,TokoRagil,Menurut data dari WHO ada sekitar 350 juta orang di dunia mengalami depresi.,neutral
1.5206592837293957e+18,2022-05-01 07:00:00+00:00,sehatq,"Aktivitas saling memaafkan selalu identik dengan lebaran. Ternyata, manfaat saling memaafkan bisa menurunkan risiko terserang penyakit jantung hingga depresi.

#kesehatanmental

https://t.co/1RcN19pdPW",neutral
1.5206603534700667e+18,2022-05-01 07:04:15+00:00,xxalfsyr,"@setankroboli fuck depresi, gua lawan pake M4A1",negative
1.5206612427296236e+18,2022-05-01 07:07:47+00:00,BozzQyuQu,ku kira ku terkena depresi dan mental illness ternyata laper,negative
1.5206619915844608e+18,2022-05-01 07:10:45+00:00,ObatJerawat123,Penyakit mental paling sering ditemukan di dunia adalah galau dan depresi.,neutral
1.5206624695925924e+18,2022-05-01 07:12:39+00:00,alviacitttt,"Gapapa, cuma sedikit depresi aja, belom sampe gila kok 😁",negative
1.5206626730917478e+18,2022-05-01 07:13:28+00:00,salazargaunt,Ketauan depresi dirumah sendiri udh kaya badut🌝,neutral
1.5206633892188283e+18,2022-05-01 07:16:19+00:00,extraharoo,"@AbangPeking @cytrlo23 @herulofficial @Deltamordor @yrfrienemy @pantixxx @tupperwareijo_ lebih baik dari sebelumnya dalam hal pencegahan dan pengobatan. lagipula akar masalah lgbt bisa kena hiv ya karena kami tidak bisa menikah, akhirnya depresi dan gonta-ganti pasangan, coba legalisasi pernikahan lgbt dibolehkan sejak ratusan tahun yang lalu, pasti tidak kena hiv.",neutral
1.5206639555589202e+18,2022-05-01 07:18:34+00:00,Annathhaa,gapuny tempat curhat itu its another level of depresi anj,negative
1.5206663881965896e+18,2022-05-01 07:28:14+00:00,klikvideo_com,Lakukan 5 Cara Ini untuk Membantu Orang Tercinta Hadapi Depresi https://t.co/6FQmp01ELF #Terbaru #cara #depresi #hadapi #ini,positive
1.5206675039317074e+18,2022-05-01 07:32:40+00:00,andikabp__,"@infotwitwor_ kek bipolar doi, punya 2 kepribadian",neutral
1.520670636926206e+18,2022-05-01 07:45:07+00:00,taegurlis,terlihat sangat depresi,neutral
1.5206707482929644e+18,2022-05-01 07:45:33+00:00,CosmoIndonesia,Lakukan 5 Cara Ini untuk Membantu Orang Tercinta Hadapi Depresi https://t.co/gfx3rjjBrL https://t.co/jRTHoPL6iT,positive
1.520671195641049e+18,2022-05-01 07:47:20+00:00,pipskyy,"Mau share di status wa masih belum berani, ih padahal bisa buat ngebungkam rang orang yaaa yg seenaknya ngejudge kalo depresi tu gaada, depresi tu karna kurang iman, kurang deket sm Allah. Wowww mulutnyaaaa https://t.co/GlCnKcm5mW",neutral
1.5206715988559503e+18,2022-05-01 07:48:56+00:00,DipoNiarto,@shintaaraa_ Orang yg kesepian lagi nyari temen. Jangan heran kalo ntar tau2 depresi aja. Coz dia lbh milih ngasih vibes negatif ke TL.,negative
1.5206727352232264e+18,2022-05-01 07:53:27+00:00,Abhizar46730686,"@GeiszChalifah @ismailfahmi @kangdede78 Babi, eh kadal kurap jelek itu rupanya lagi kesurupan atau depresi berat. https://t.co/llZkrXkbPb",negative
1.5206741984897352e+18,2022-05-01 07:59:16+00:00,janslipang,"Makin marak Seniman dengan dalih kecemasan, depresi, stress bikin karya abstrak seolah merasa dirinya affandi ✌🤪",positive
1.5206791963178516e+18,2022-05-01 08:19:07+00:00,setanLELAH,"@_11200Dr @Benderaafrika @khansaneira Gk,mungkin bisa banyak manusia yg depresi hehe",neutral
1.5206800884753654e+18,2022-05-01 08:22:40+00:00,miripmamskyyy,"Orang depresi gitu ya, banyak mendem tau2 meninggal yaAllah fia maafin gue kalo ada salah, gue ga maksud apa2 fiaaa😢😢😢",negative
1.5206843618462515e+18,2022-05-01 08:39:39+00:00,unreadable_____,"@KayaknyaGini setuju dah :(
yg awalnya gaada masalah sama momen lebaran, pas baca argumen2 disini jadi kebawa kesel dan nganggep momen lebaran tu nyusahin, bosenin, bikin depresi, mengganggu jiwa introvertnya, dan bikin trauma(?)",negative
1.5206850782080778e+18,2022-05-01 08:42:30+00:00,agungrahmnsyh,@vnyctr Nampaknya gejala depresi cil wkwk,neutral
1.5206898449929994e+18,2022-05-01 09:01:26+00:00,heylutfi_,Orang depresi dan problematik ngumpul sini.,neutral
1.5206910455496376e+18,2022-05-01 09:06:12+00:00,muktiwbw_,@txtdrprogramer depresi,neutral
1.520691885609681e+18,2022-05-01 09:09:33+00:00,kumparanplus,Sudah jam dua pagi tapi Sluman belum juga bisa tidur. Pikirannya ruwet. Apa jangan-jangan dia depresi? Baca cerita Sluman yang ditulis @humansnob di @kumparanplus https://t.co/nASl77oLOr,neutral
1.520693495950082e+18,2022-05-01 09:15:57+00:00,xxhappyasoe,Perkumpulan orang depresi dan problematik,neutral
1.5206952160006103e+18,2022-05-01 09:22:47+00:00,shivacookie13,Seharian di rumah kayak depresi banget kayak 1 minggu ga keluar rumah.. padahal kemarin udh keluar rumah ampe jam 12 malem 😂🤣,negative
1.520696727199617e+18,2022-05-01 09:28:47+00:00,Junfirio2,Apakah saya boleh pulang duluan tuhan? Isi duniamu sudah cukup bikin saya depresi terlebih dari orang yang bagian dalam 🙂,negative
1.5206974100280648e+18,2022-05-01 09:31:30+00:00,dikerasin,@AREAJULID Ayo yg depresi dan problematik ngumpul disini..!!,neutral
1.520698491151929e+18,2022-05-01 09:35:48+00:00,_bangunsiang_,"@zakariyaaf Tau deh wkwkwk.
Pake diceritain ke publik segala ya. 😂
Bukannya berobat kalau memang ada gejala2 depresi atau gangguan kesehatan mental.",positive
1.5206990396162253e+18,2022-05-01 09:37:58+00:00,rizki_zone,"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.https://t.co/9f1PACCOJc",neutral
1.520699349314859e+18,2022-05-01 09:39:12+00:00,Godamulia,"@ProfylHenuk @SisiwittFrida Males ngomenin ibuk ini, sepertinya dia ini depresi, butuh psikiater!!!",negative
1.5206995516396872e+18,2022-05-01 09:40:00+00:00,slyshypeach,Baru nyadar fitur emoji gif bipolar itu karena habis update software hp wkwk https://t.co/oRmHJBqsLz,neutral
1.5207000001034486e+18,2022-05-01 09:41:47+00:00,hecanceunah,makin sini makin depresi,neutral
1.5207005261111173e+18,2022-05-01 09:43:53+00:00,becausemikhael,"Saya, depresi mayor+unemployed since graduate merasa tidak minder/malu bertemu orang. Krn sdh jadi template memang itu saja yg orang2 ingin tahu/tertarik, kerja apakah dia dan apa pentingnya, lalu mulai mencoba menggurui dan mencari2 apa yang kurang stelah tau sy tidak kerja",positive
1.5207005691866194e+18,2022-05-01 09:44:03+00:00,rathcaroline_,"Seharian isinya muntah2 doang,astaga knp sih kl depresi kumat sampe gini",negative
1.5207016477267354e+18,2022-05-01 09:48:20+00:00,ikonmaiden,Gak ada gairah karena fase depresi kambuh. Pengennya tidur mulu. Kosong hampa udah dari seminggu yang lalu,negative
1.5207017509313823e+18,2022-05-01 09:48:45+00:00,yypbgt,cara tau kita depresi berat atau ngga gmn si? ada ga kaya web buat konsul kaya gtu?:(,neutral
1.5207031614594458e+18,2022-05-01 09:54:21+00:00,_Lady_Phi,@luvyenz bisa2 tertampar pas ntn ini.... apa makin depresi 😄,negative
1.520703346415489e+18,2022-05-01 09:55:05+00:00,BBCIndonesia,"Jamie pergi tidur seperti biasa pada 6 Januari 2014, namun saat bangun, ia lumpuh dari pinggang ke kaki. Belakangan ia diketahui mengidap sindrom CRPS. 

Sempat merasa depresi, Jamie berjanji akan mendaki Everest walau dengan tongkat. 

https://t.co/0SlEroZzKM",neutral
1.5207045970057216e+18,2022-05-01 10:00:03+00:00,pirjulieta,@treatstars SEL YA ALLAH 😭😭😭😭 GA PAPA AKU SEMPET DEPRESI PAS PULL KE 180 SAMPE 200 😭😭😭😭,negative
1.520705478744965e+18,2022-05-01 10:03:34+00:00,laveniadea_,"Dear XXI tolong dong tambahin fitur filter “seat number”
Aing hampir depresi ngecek satu satu yg mana masih ada kosong row D9 D10 😭",negative
1.5207059173687951e+18,2022-05-01 10:05:18+00:00,DobtrinsFD,"Akhirnya, hampir depresi lawan Bilbao, gk menang menang. https://t.co/WuMkgs2R7Q",neutral
1.5207060673068032e+18,2022-05-01 10:05:54+00:00,yfnasa,"Jadi ilux itu pasca papa-mama nya cerai kan jadi rebutan om Benny sama pihak keluargaku (kakek nenek). Kenapa pihak keluargaku? Karena tanteku stress depresi itu tadi, diajak ngobrol aja gabisa. Tapi pas ilux masuk SD, papanya udah ga perhatian lagi. Udah ga kontakan pulak.",neutral
1.5207061611623506e+18,2022-05-01 10:06:16+00:00,always4____U,"ya Allah, depresi gue",negative
1.5207072961997332e+18,2022-05-01 10:10:47+00:00,ahstressbgt,Obrolan temen temenku udah gak nyambung sama aku dan aku dah gak pingin nimbrung di grup.. tandanya apa bestie? Yak kamu depresi dan yodah gosah temenan dulu.,negative
1.5207082810181878e+18,2022-05-01 10:14:42+00:00,undipmenfess,"-dips! Mudik niatnya mau lebaran barebg keluarga, malah kena stress, depresi, kaya orang gila, emosian dan nangis terus di kamar karena seseorang !",negative
1.5207086311086817e+18,2022-05-01 10:16:05+00:00,Fujitsu8211,"@_hayolip Duluan gan saya Uda di tahap depresi nya , tapi sedikit gelo",negative
1.520709129966596e+18,2022-05-01 10:18:04+00:00,azatomaa,@dytodong Jgn depresi shinji depresi itu cringe #lawandepresi,neutral
1.5207103170255995e+18,2022-05-01 10:22:47+00:00,extraharoo,"@ghost_of_alley @Dimetil_Propana @yrfrienemy @Deltamordor @pantixxx @tupperwareijo_ lgbt tidak buruk berdasarkan penelitian ilmiah, ya ada dong hubungan seksualitas dengan kesuksesan, bayangkan kalau cishet dilarang kawin seumur hidupnya, bisa-bisa depresi dia karena menahan birahi, gimana mau sukses kalau dia depresi berat ?",neutral
1.5207114339393454e+18,2022-05-01 10:27:13+00:00,DepokGuide,"@CNNIndonesia gejala-gejala tekanan batin. stress, frustasi, depresi dkk",neutral
1.5207118942265344e+18,2022-05-01 10:29:03+00:00,humansnob,"Depresi (2)
 https://t.co/oHdU5zKFAc

Install aplikasi kumparan, baca lebih nyaman tanpa iklan https://t.co/38OV6GsqTd",neutral
